id,official_name,alias_name,total_leaf_node
20007,กองทุนอ้อยและน้ำตาลทราย,,1
20008,กองทุนเพื่อความเสมอภาคทางการศึกษา,,1
20009,กองทุนและเงินทุนหมุนเวียน,,1
21001,กระบี่,,0
21002,กลุ่มจังหวัดภาคกลางตอนบน,,1
21003,กลุ่มจังหวัดภาคกลางตอนล่าง 1,,1
21004,กลุ่มจังหวัดภาคกลางตอนล่าง 2,,1
21005,กลุ่มจังหวัดภาคกลางปริมณฑล,,1
21006,กลุ่มจังหวัดภาคตะวันออก 1,,1
21007,กลุ่มจังหวัดภาคตะวันออก 2,,1
21008,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง,,1
21009,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1,,1
21010,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 2,,1
21011,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1,,1
21012,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2,,1
21013,กลุ่มจังหวัดภาคเหนือตอนบน 1,,1
21014,กลุ่มจังหวัดภาคเหนือตอนบน 2,,1
21015,กลุ่มจังหวัดภาคเหนือตอนล่าง 1,,1
21016,กลุ่มจังหวัดภาคเหนือตอนล่าง 2,,1
21017,กลุ่มจังหวัดภาคใต้ชายแดน,,1
21018,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน,,1
21019,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย,,1
21020,กาญจนบุรี,,0
21021,กาฬสินธุ์,,0
21022,กำแพงเพชร,,0
21023,ขอนแก่น,,0
21024,จังหวัดกระบี่,,1
21025,จังหวัดกาญจนบุรี,,1
21026,จังหวัดกาฬสินธุ์,,1
21027,จังหวัดกำแพงเพชร,,1
21028,จังหวัดขอนแก่น,,1
21029,จังหวัดจันทบุรี,,1
21030,จังหวัดฉะเชิงเทรา,,1
21031,จังหวัดชลบุรี,,1
21032,จังหวัดชัยนาท,,1
21033,จังหวัดชัยภูมิ,,1
21034,จังหวัดชุมพร,,1
21035,จังหวัดตรัง,,1
21036,จังหวัดตราด,,1
21037,จังหวัดตาก,,1
21038,จังหวัดนครนายก,,1
21039,จังหวัดนครปฐม,,1
21040,จังหวัดนครพนม,,1
21041,จังหวัดนครราชสีมา,,1
21042,จังหวัดนครศรีธรรมราช,,1
21043,จังหวัดนครสวรรค์,,1
21044,จังหวัดนนทบุรี,,1
21045,จังหวัดนราธิวาส,,1
21046,จังหวัดน่าน,,1
21047,จังหวัดบึงกาฬ,,1
21048,จังหวัดบุรีรัมย์,,1
21049,จังหวัดปทุมธานี,,1
21050,จังหวัดประจวบคีรีขันธ์,,1
21051,จังหวัดปราจีนบุรี,,1
21052,จังหวัดปัตตานี,,1
21053,จังหวัดพระนครศรีอยุธยา,,1
21054,จังหวัดพะเยา,,1
21055,จังหวัดพังงา,,1
21056,จังหวัดพัทลุง,,1
21057,จังหวัดพิจิตร,,1
21058,จังหวัดพิษณุโลก,,1
21059,จังหวัดภูเก็ต,,1
21060,จังหวัดมหาสารคาม,,1
21061,จังหวัดมุกดาหาร,,1
21062,จังหวัดยะลา,,1
